Date,Price,Open,High,Low,Volume,
17-Sep-10,508.85,497.78,510.86,497.78,14.75M,
20-Sep-10,515.81,509.67,517.07,505.76,14.04M,
21-Sep-10,512.71,516.11,519.33,507.71,9.85M,
22-Sep-10,505.24,512.15,516.95,502.73,11.94M,
23-Sep-10,494.14,505.24,507.19,493.32,10.63M,
24-Sep-10,496.12,495.31,499.76,491.39,10.46M,
27-Sep-10,500.36,499.27,505.16,497.83,7.60M,
28-Sep-10,494.56,499.42,501.25,491.84,9.08M,
29-Sep-10,494.81,495.31,499.76,492.83,8.21M,
30-Sep-10,488.99,496.3,496.3,484.46,13.38M,
1-Oct-10,499.22,491.34,500.26,490.35,8.82M,
4-Oct-10,504.15,502.71,508.08,502.71,9.77M,
5-Oct-10,507.12,503.23,511.06,499.76,10.59M,
6-Oct-10,517.57,510.16,518.58,508.65,12.99M,
7-Oct-10,514.7,517.57,522.92,511.4,14.56M,
8-Oct-10,519.9,518.44,522.45,510.44,9.63M,
11-Oct-10,529.58,523.04,531.09,521.61,11.91M,
12-Oct-10,522.84,528.99,529.68,518.16,6.45M,
13-Oct-10,531.49,523.09,531.96,522.4,11.06M,
14-Oct-10,524.53,532.45,535.67,522.15,11.27M,
15-Oct-10,515.29,525.02,528.99,512.94,5.35M,
18-Oct-10,518.81,516.23,527.48,511.77,10.25M,
19-Oct-10,517.3,527.5,529.33,514.75,8.57M,
20-Oct-10,519.8,514.82,527.2,514.13,8.41M,
21-Oct-10,535.75,521.06,538.82,519.67,17.20M,
22-Oct-10,535.82,537.63,541.76,532.13,9.06M,
25-Oct-10,540.06,538.89,545.78,537.9,8.32M,
26-Oct-10,544.27,540.33,545.31,538.45,7.13M,
27-Oct-10,541.24,543.84,549.79,536.54,10.13M,
28-Oct-10,535.92,544.54,545.28,532.25,16.70M,
29-Oct-10,542.98,538.74,548.4,535.18,13.72M,
1-Nov-10,541.47,555.24,557.17,539.51,14.08M,
2-Nov-10,532.38,542.56,542.56,530.12,9.40M,
3-Nov-10,527.65,535.92,537.36,526.34,9.20M,
4-Nov-10,547.34,533.89,548.3,532.45,11.22M,
5-Nov-10,547.66,551.77,553.5,544.98,2.95M,
8-Nov-10,550.7,551.72,554.25,545.11,10.32M,
9-Nov-10,549.07,550.9,554.99,543.47,7.11M,
10-Nov-10,545.93,548.15,553.21,544.44,5.49M,
11-Nov-10,534.88,547.81,550.68,532.95,5.86M,
12-Nov-10,525.94,535,538.59,523.54,8.83M,
15-Nov-10,522.4,528.54,528.94,514.23,7.42M,
16-Nov-10,510.41,524.53,524.53,508.46,9.15M,
18-Nov-10,511.63,519.97,519.97,502.24,10.51M,
19-Nov-10,493.45,513.14,513.14,488.92,11.46M,
